sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	protein_ID
869461	858030	2224734	1136421	4441951	5837202	1561446	2810963	3575304	5313291	2739345	3811226	9436175	4005703	2375921	5215459	5481340	4493090	5206227	5740961	8023371	3592298	2697131	4940893	3344543	3441366	3097445	2240033	2426391	4646331	1148039	5006289	9314622	9433414	5641220	3632674	4039119	2296023	6867997	4404424	2078735	4126140	3210301	2953407	5265157	2749700	4202460	4496416	2441948	3126368	5213143	5194124	1907929	4649699	2419758	2236767	3673610	3071727	4057083	3509122	3993020	4681438	1878742	3773909	protein_116
1796233	1023669	504998	1303634	684896	1359345	1055952	409676	1102861	2019206	1928263	1849557	2858001	394897	2594455	1197397	1153581	1232813	1541370	293097	2119216	765828	369819	988585	2000752	9591900	441037	1734852	1989437	1336662	1188631	7490729	4075130	2843296	534479	439768	615359	2897745	332956	972602	64633	1069311	299663	63279	2120210	56216	438271	850953	2785086	7329553	1362887	246099	396263	561722	2953869	2833315	1390886	58351	69627	355343	1084642	3695640	1506997	512242	protein_117
8905534	15191037	14416010	27371063	6938863	10548047	11973984	260254	9133244	6062861	23026031	17680068	23816996	5652698	21953942	8034514	7312682	10868084	7513013	9311537	11826071	14177999	11312955	12273981	29062956	17479920	14254872	4874287	13611967	3247611	13179166	15713956	12579004	23690162	7140851	2946987	8305020	2597851	12233928	7144093	5337184	10816894	7039315	5555116	18630171	6118093	5090009	13978790	2911728	13533108	10385057	9752638	3466197	3914755	16013082	3009628	11291947	13143021	5674824	7423804	4425840	3062750	20981862	3288436	protein_118
2107227	2562181	1250233	2103967	2401672	1693923	2175766	1570697	3177402	3247330	3018892	3642781	8174581	2675425	3216359	1422987	3108055	1918077	5528220	2532341	4318845	1168991	1032474	2113797	4850914	3730878	1071146	1591292	4190650	1514396	2131896	3856434	16108855	5145972	3450172	1070564	1456872	1618001	2403772	1403595	1570379	3748599	2936362	1963399	3466023	1388259	2727603	1652348	1874861	3593217	3825435	2045797	597170	1006478	4450263	1434602	3620466	1658637	2235212	3241646	1937719	1993442	4369969	1267899	protein_119
1202190	376388	384317	812329	366603	396395	828662	138492	324507	980556	1083088	1073407	923455	778723	1068498	531576	503445	371771	337275	422546	360062	272798	515893	410852	1828447	1471978	319454	536710	736537	984477	899532	1204737	207431	1217161	861326	593659	1161819	358479	629996	1009544	447450	445031	799065	354682	1161794	610573	693973	586630	470944	1719501	259957	373616	365037	1175607	2228273	237486	549924	600989	589031	420088	464678	353373	386039	768516	protein_120
288023	361004	134786	480770	872201	236000	328436	189136	259691	1255910	394439	964971	3790200	438096	469264	236027	962893	218972	838918	347670	627410	157173	90052	261084	1243778	29002	153063	17496	500510	734507	372687	25227	3170123	802381	1096582	295448	188005	721515	386461	214134	30348	340463	593016	20459	627964	37205	363807	200953	766892	16779	289308	318594	86109	513073	527951	699619	246353	304587	22551	613975	778502	726527	497050	440996	protein_121
353610	589094	1248892	2602918	157072	314552	408850	265669	502367	1409541	1968300	2052023	2484011	858177	1836818	224977	71069	329506	418025	1049750	901757	929046	836803	355630	2009118	910007	791081	43093	986491	1042751	563767	943099	644065	679687	834893	190373	1258541	159747	968591	1120265	102567	643245	761367	113353	891948	82523	92778	902255	167994	825793	679629	1293705	908836	306158	391340	223791	694050	190137	98663	1001633	1426082	113022	943820	229447	protein_122
2792747	467231	1720670	1973869	1465643	1762112	1742318	718336	1676634	2865792	4970585	1967098	2502147	1548432	4666533	3133649	3651463	2726864	561691	2651899	2452006	2321079	2029232	2345082	2354746	2510822	2514031	615545	1214488	2105244	2200375	1416224	716042	2642135	2316999	1894138	1782944	693114	5176659	1477639	2005736	951629	1638692	877292	2305519	1208700	981138	1728872	1348612	2503764	1144568	3948555	528461	6053056	3338506	730701	1571706	2451285	1027721	1168921	821355	790275	1651471	2684307	protein_123
229892	195697	240353	471465	170719	1171288	291555	144244	463416	344395	220784	446575	515442	122178	249205	1037241	162253	840884	196802	269611	720867	194234	210939	1042037	643279	147731	196038	443208	329625	258196	330795	108590	217594	283872	205577	392231	146630	397702	328031	119559	252506	768970	153161	289615	390373	296838	572801	179716	385707	221978	569017	354306	55457	647097	348395	217658	355507	121730	437280	237432	158155	339864	286004	677888	protein_124
2135950	3398439	977555	210251	807088	777876	2378237	244812	1206694	229332	1161968	134437	145855	1426632	1229850	453255	884468	575545	2465958	400161	1498316	814118	725544	464149	198815	791978	551918	1952073	4127808	158731	3319393	799040	2426419	805987	1397548	529779	1489636	744129	328490	971265	329956	1474644	1153286	209377	834023	160271	376053	898741	889147	651616	1408223	465528	991805	619376	3027676	872886	1610175	1718241	181051	1578088	186938	798200	4206503	640837	protein_125
3273507	5211839	1187533	4886161	2140750	930770	6011160	1740975	3643933	2760333	4318159	2897889	3169695	3074030	4433181	707712	1844757	893076	3037108	908067	4246487	1112868	1025245	985963	4796795	3958584	1200378	1144927	4424309	1783709	7051542	4650915	5076277	5638278	3833103	891643	1753891	2505310	940177	2004108	1950142	3780594	3880259	1286831	5504607	983901	2734494	1070731	2530693	2886066	3969954	1032541	761726	1305972	6928722	3162694	3117854	1651566	1251119	4082613	2042107	2583332	6508871	1206531	protein_126
69471	135437	0	218635	2709	123551	72147	0	54827	1836	14000	140436	144241	20365	12979	115753	4386	109386	140744	137897	68340	0	0	128293	231704	15035	0	0	374357	1163	95996	6294	140908	76963	23307	0	0	40304	183402	0	39363	77475	26134	28093	46461	167319	4343	0	28194	9342	64560	130650	0	0	74825	40113	70866	0	56206	26349	818	18794	237614	0	protein_127
2849304	3878910	781837	3267164	475497	1439049	4622794	363169	931331	1907337	914489	1921045	2610635	177006	917553	864072	455852	1474441	2260986	1230565	1218967	701416	684616	1474331	2695630	1278062	1035518	909888	2861689	1029979	5279774	1388078	3499355	769823	491069	930819	733513	831315	736434	896471	819579	1179412	232027	1318524	1541588	578090	447600	994811	874960	1035460	1154267	1193910	699420	1297407	4022976	1128856	759521	769023	809905	500256	1682386	738850	5011759	1682704	protein_128
2087399	3902188	2207921	4441682	4754300	2663285	2880364	2966762	4740964	6765172	5090699	5374653	4977662	4124672	4795704	2630372	5215518	1646329	5359659	2437975	4708809	2782866	2617336	2045085	5528048	4450798	3001497	2997523	7486998	4817407	3613911	4281191	4484325	4940558	4159186	1949019	4044879	2819788	3447316	3868368	2020700	5761275	4871527	1850352	4449889	3118356	5513021	3010838	3164455	5028488	5143490	2716352	1730912	3425032	5077704	2413476	4634334	2854955	2179006	5327139	4118566	3451073	6747964	2490453	protein_129
0	0	15303	86462	34214	0	0	171075	0	0	0	67110	72280	37016	0	0	45136	0	0	0	0	10438	9661	0	120468	0	11738	151313	0	0	0	0	0	0	22398	40042	92245	11252	0	133288	15425	0	38047	21633	0	27857	16486	11813	12448	0	0	0	22066	38274	0	15551	0	154068	19586	39450	0	13621	0	29736	protein_130
529927	133852	131446	470283	122441	168198	1163167	90939	437220	264344	195426	380557	306159	28323	179789	142426	112719	158812	54959	154396	373610	159015	127702	144265	477467	344839	152138	160258	112011	216185	1068592	336935	157607	159856	15870	80099	210684	386502	207641	224488	183129	423480	13103	188897	133228	183309	59453	165238	481398	313815	377840	192725	99639	120132	1191493	431129	286694	0	224904	10392	216888	367622	204359	144702	protein_131
2983663	7034847	2618323	5237384	4372854	1751434	6843138	1354521	2025463	5176046	2483773	4541581	15591014	1867968	3874099	1841955	3254261	3061883	9267917	3965159	3699824	2677155	2631827	2558135	9364792	5441652	2939692	2276656	6060860	960453	8285016	5207422	21656906	7806024	2386886	2540455	5406299	3335475	3572883	4872356	926689	3507343	1805789	1883966	5657827	945347	2507781	3280132	2465140	2072395	4431541	3846474	1996434	985750	9682728	5288905	2899998	4483078	2395662	2171548	4633027	3327836	8508078	2226101	protein_132
1326262	2232075	1087636	1818758	50639	429104	1576942	116516	878118	551818	1537271	1117024	1017514	578163	1120641	453577	62724	325246	981742	2182694	1459889	939597	820877	380119	1735612	1527645	1223452	64789	2267278	499014	1954791	1050202	1099933	1193245	985984	394197	440444	584877	2232608	424217	495837	1235758	607785	392596	821640	684658	855	1374533	585561	1071209	1411360	1696049	260208	517571	2023200	680378	1012582	2427214	384332	711102	358792	535189	2449453	433370	protein_133
29262901	61974974	27197938	79971018	46447133	16903997	40909912	15552039	37955011	29500083	51147958	46530055	57693199	19273009	51300115	12103927	48093095	15349889	45616122	15178953	45310935	22566883	21409038	17917029	67124958	29034965	23645920	47590995	55170984	19499100	44736917	32659178	57521181	60636930	39382127	10566258	26345801	22955975	17729912	27562929	12440855	44732993	26938991	11027827	63142981	12969046	39466923	21821988	25194111	27470054	42501874	17967980	17750082	16278810	45257926	26396045	31678916	14566094	10596069	39343936	20585917	22845678	84631131	14685210	protein_134
822044	737232	1836470	353006	304136	178140	898887	23753	241127	969867	187897	153560	223153	280868	135853	90209	417901	156511	321683	914458	307671	821160	939719	139786	303652	650955	870950	433972	819648	528647	1351561	741991	653720	269036	306330	260889	375715	302834	946220	600691	185793	315434	226144	226291	360319	136938	288521	1194228	343585	551550	299614	1469907	262371	242376	1279835	354114	300110	0	204722	421994	588632	303736	724695	302833	protein_135
739677	628925	395831	714948	422303	201480	914944	177769	584299	389828	119595	547137	608319	342495	164105	190834	413479	205753	335679	293639	795048	310249	313005	226339	810260	546377	292047	373528	746977	256649	1044487	508061	682020	223763	603077	121385	660658	112427	363277	717082	54925	739964	390802	57283	196016	57954	108047	339444	162748	483034	638876	301080	341512	166456	1197228	150776	648334	242548	66163	517628	282978	138409	870288	154411	protein_136
1241164	631143	83330	2218542	735547	0	1343291	0	471808	883888	1590788	1806781	3243241	716381	1633568	0	1645753	0	849666	515941	435774	117804	110918	0	2248952	3204052	375810	0	1566290	540258	1607147	1654481	1973460	3139829	433263	0	1847375	0	278465	4644316	598995	464981	726954	373232	3558531	313517	690706	237187	0	1988254	437109	104859	1764719	0	1904085	0	425772	0	431543	1118842	678119	0	1035581	0	protein_137
40146	1290528	685034	593203	413716	0	81757	842945	37418	895283	738407	412905	550159	520178	951606	0	392284	0	525891	498852	76371	608209	514385	0	618941	551617	612908	427122	699815	663382	112322	595560	1072265	520997	725756	0	556600	517795	589059	464363	75916	20589	758831	69186	509501	81361	422001	629905	607281	649137	84120	535605	207787	0	67985	417873	35469	0	73194	553882	481968	384857	1611894	0	protein_138
35141	0	0	0	18394	239046	55899	18662	78037	50069	10787	0	0	37671	9294	141546	23387	201271	0	0	126585	0	0	220082	0	45392	0	0	0	33802	61878	49769	0	958	68107	51617	262496	57472	0	249008	60468	64738	56230	67356	1296	79672	0	0	70956	38807	59456	0	85742	78013	64514	61542	58827	61428	89748	73952	30111	72917	0	66184	protein_139
187882	462002	211902	225998	117756	36003	289371	115518	282227	97335	0	138740	154671	166562	0	24572	136364	37361	243244	97873	367247	189491	176451	43789	203510	55943	249392	47798	424001	61836	304586	64233	427645	51082	284072	136789	27623	192137	63517	31158	58625	308789	247748	106626	54313	56264	71429	260462	211471	40969	287777	105139	23263	192560	335360	245334	314724	140236	80853	285882	73453	166872	532021	198154	protein_140
1991528	6063290	2241950	6452573	1465275	1352819	3894720	919286	3467592	1432776	2828359	5456482	5949129	1612085	2828662	909372	1152304	1190098	3915866	1953408	3871398	1887914	1727505	1299365	5232573	3263984	2199104	1656191	5200764	1000895	4021562	3447343	5197150	3236611	2511335	1223363	1465677	1672234	1815831	1708429	1426495	3654057	2032237	2035622	3587321	1503486	2620765	2298975	1891569	2856486	3988937	2467319	1345931	1816484	3977507	2041462	2785117	1842306	1775905	2929202	1391651	1296255	8067240	1911946	protein_141
4571	5940	0	0	32067	0	6302	2142	1843	0	1887	0	1182	24398	1474	0	23552	0	3550	0	4514	0	0	0	0	11454	0	16047	6223	0	6882	12613	5480	41799	40602	0	0	27077	0	0	0	2845	21321	0	15097	0	0	0	29831	11119	2510	0	0	0	11241	12722	2485	0	0	23007	0	21125	5472	0	protein_142
1732125	2989533	1579128	3572476	1893478	1723022	2754649	761766	1780743	2436150	1522200	2791708	2684438	1395145	1580111	1323132	1030596	1427260	1925819	900009	2062027	1369731	1238109	1325593	4664077	1020365	1583237	1406370	3424767	1604374	2654227	885704	2507196	961611	1583171	1034509	655755	1106779	1389459	814102	1408430	2315688	1651019	1648269	697612	1867044	1588432	1628467	1265400	1132631	1801796	1122458	274832	1146413	4000018	1032142	1680602	1788770	2416046	1796427	2047552	1459958	3866842	997931	protein_143
1826180	2371380	281398	1635609	702802	152160	2862103	926246	1134356	950076	661342	3169095	3981647	1115196	1287586	65118	581391	193839	1401144	657059	1403873	360029	335641	188210	1841567	1467977	288417	555293	3332938	200023	3801274	1202395	3442991	1062477	760440	182503	1052161	1293629	684433	436117	134119	1354326	552683	329852	1130609	239921	477986	465749	1041382	1458665	1466809	774295	643632	194779	3976423	1155965	1183246	557512	439238	1029533	755031	990706	4068360	291705	protein_144
13747199	14966979	5432035	985756	11130015	11344935	51051160	8783224	6540509	45055238	17679951	25891970	451452	12477000	30406014	34473028	436143	12830862	16168950	10769012	14512009	6660197	9324360	12997173	30800877	20810956	7707100	10531994	40880940	22826235	11697864	8116573	22220128	9607770	18432010	9420241	23527947	16454914	13805911	478407	4890779	10467031	12239975	4617975	10516056	8072658	3689806	5990382	7036549	17151925	9339616	4457648	5231573	21908102	74222956	8192942	17868954	4779038	7354552	11414842	555488	14248026	65193965	11178837	protein_145
8298809	4174081	6043475	4112060	6969877	1002980	7430400	2998070	6038394	8944900	5224574	3918376	5443951	3234224	6223653	952922	7621848	1001258	4786619	4096949	7320436	6212676	4495895	1201837	5888686	5318938	4365946	4232907	4672221	7485623	8022015	4426541	5922362	9098924	3705886	110248	10947059	2154061	5678242	9077954	729931	6241885	4594851	1037516	7271714	883379	5810260	5686851	2313473	4259182	6435878	3761578	9351693	132976	12048044	1333239	7389992	2101930	1041178	3641045	6247440	1848376	4289088	102551	protein_146
4485885	5908720	3408165	8778322	3355770	2661292	7656013	2559599	4913092	5804334	5485593	6805208	7721776	4006456	5716533	2490187	3540262	2916074	3667161	4519271	6318570	3010245	2631056	2959571	10211008	5741029	3628174	2375917	5871385	2993198	8126700	5705808	5645347	7012833	5440881	2569698	3461571	3086758	5297892	3702814	2506739	6063279	4594747	4069205	6203735	2490892	2265655	3731327	3972798	5205762	5149191	4831331	1939506	4108351	8815847	3565028	5924198	3371636	4101384	4745324	4797464	3040837	7732226	3693747	protein_147
365224	1703159	338118	2431165	1170446	590476	548300	364434	595572	335176	1877880	1545304	1954179	398248	1677927	617612	1433686	578426	1098993	807231	836546	332016	250906	489034	2515054	1031714	321140	598991	1565174	185268	531367	988009	1334741	1747464	494649	1099447	527118	605847	646821	439068	1224926	753358	436508	1450930	1676015	1114684	800971	331813	736353	695873	757511	705709	306785	1445022	678163	662872	808846	814123	1418851	515050	221529	454360	2085082	1525105	protein_148
4944891	5892293	5228798	7094088	4094570	811949	6113017	1217055	1895182	3294290	10284120	5760682	6916854	2659735	8950508	710109	3734966	1390972	3137201	6440002	2248658	4906052	4224009	1385286	7705480	7360797	5473715	2373847	7949766	1721875	6632870	6923777	6024272	11369154	3916463	731698	2765880	1348058	7214453	2105176	3690984	1931522	3028715	7554084	11102803	4029145	1582000	6589732	1454441	6619220	1979702	5562315	1981299	813935	7989856	1399452	2275793	2370360	7017560	3796304	2139091	1405973	7223707	1030303	protein_149
142026	226330	248467	37998	128274	45316	174562	6714	259285	44136	164286	17944	24850	496336	132343	60073	137167	46228	165006	181289	324793	128330	146573	65037	55415	103267	121524	351393	447106	50240	200745	94434	386311	440091	224069	68965	83625	187165	346244	90468	395159	286140	412330	145800	238615	177125	110010	132627	238716	315793	272132	264959	25785	50964	409667	77261	308616	21216	266307	293423	24316	376235	289547	51747	protein_150
352580	173406	429089	333047	179939	368376	756237	119704	34818	623870	11136	268803	232592	0	19694	210551	165823	249583	46967	329490	52084	357801	337517	298015	340192	17656	459853	0	147316	383096	756215	12276	79335	4644	0	571914	417412	241745	296576	408977	222942	14291	0	353012	1535	296224	320995	440132	230731	16575	19772	389287	261605	775597	632890	168408	12621	153903	325031	0	564353	260608	199640	871576	protein_151
4372064	3794255	3409000	5755424	5210910	3625209	4784974	2464243	7465064	11851930	11142028	6143228	21148941	7367447	11119899	3648129	7630892	4180364	8453090	8039329	11949059	4583825	3324644	4326872	9803018	11816882	4112654	1451691	6158841	7381218	5778515	10523816	31045941	14229877	13959983	3953968	9648289	6822654	7710216	9853035	5380301	9671815	9423819	7235376	11155074	6748307	4299502	5202582	6980286	7863968	10289993	6197327	4672471	4857721	6577287	7404814	8243879	4734097	7332050	10409927	7184285	5997368	5940009	4702818	protein_152
969570	1155841	819856	1912850	416224	444786	963388	163170	302655	308436	614144	586112	1538112	571266	340501	388424	604372	310748	711726	249762	333121	417559	1127643	588715	749430	671576	401287	343325	1090119	273274	1051643	516097	1373828	355772	728061	374679	370796	357225	228766	483333	204770	399955	937207	155131	428387	278823	242803	1160693	783822	391082	579265	597964	168842	1476020	1149036	525260	325693	223131	125002	854447	309671	544075	2104021	910704	protein_153
709471	1076002	464880	1487039	438985	331175	1139073	196938	242769	463160	405437	1483715	1516453	401564	483782	304476	495882	321551	656153	326802	287644	387579	301126	359628	1819850	401664	474043	165786	1191086	258894	1412974	390121	982945	820870	407459	62613	90215	315018	293007	83464	315492	312384	321774	385740	689627	424811	399319	463794	371544	357589	295374	313478	54834	103059	1447737	326054	236719	825751	438802	329848	371346	274032	1399055	89435	protein_154
4577800	2726293	1713196	3533676	2051454	232069	3715760	14733	1174487	1822425	3891808	775014	9069762	3283294	5592136	454467	4351005	33705	204615	1576384	2037214	761151	876192	26540	2656158	1004185	1511905	1948414	1438189	440005	3648559	646070	1256081	161308	8035946	288416	424054	3773069	590950	710793	646279	1342412	1290448	303205	5170594	787064	1471196	1694985	2623640	1659122	730120	2713533	955207	449364	7475748	2989414	2223131	2118354	585150	247139	2016823	2683757	685760	1138901	protein_155
158427	0	223341	0	24035	71936	209004	0	25634	0	97849	0	0	0	76330	31180	22604	35134	0	42979	33088	300330	208812	60029	0	41113	259608	62208	0	0	156419	37905	0	126701	0	3831	10416	0	78437	10422	0	42813	0	0	129162	0	0	209688	0	31715	29958	53371	6019	9229	275891	0	33030	395483	0	0	0	0	0	6414	protein_156
1218869	2446623	557845	1752988	842503	1457141	1823367	1319995	1230667	2459341	1217809	1997807	2686194	1031510	1577565	548161	1375526	675736	1746934	1430790	1373669	997310	592941	843718	2213153	1111157	731116	891475	2495701	2260249	2226427	1049667	3007081	1383054	1893235	1081524	1395684	422359	1318610	1238605	267198	1190609	1418789	367083	1261930	491045	615450	750345	689219	927997	1423638	1489299	466058	1701565	2600657	524441	1088676	1155777	408118	1024916	1684931	590518	3180996	1315056	protein_157
149399	321080	28429	307806	249943	0	209592	0	125971	242478	161983	434029	116898	50052	242641	0	340040	0	268718	78359	249648	30152	31106	0	812383	34676	21303	394538	1477867	23191	195619	54154	340135	79790	37747	424635	0	9867	96389	0	47936	297291	29876	60013	84219	55790	200499	60232	24263	54121	201124	48997	0	45453	1320726	9993	202490	0	64076	120195	26774	48870	463051	135882	protein_158
0	141934	413619	0	0	0	0	157454	110849	668715	0	0	0	116633	0	0	0	0	82913	361240	140694	295820	236875	0	0	0	432035	0	200428	344404	0	0	84469	0	215578	123753	586969	0	573015	535161	0	55559	333432	0	0	0	0	247150	0	0	106988	491944	845984	461361	0	0	143379	38742	0	190130	414618	0	130417	205385	protein_159
161873	97301	742940	441585	1019508	160759	1099534	211479	365330	1067198	7874615	956641	2681885	782706	3468498	418930	1742712	753673	51288	832475	607242	582712	154293	937749	3871945	1065187	1259783	68116	44390	318961	323270	995925	595074	1929540	199875	1106974	2294686	1515582	1394795	137656	561828	187628	257748	443814	722365	282937	337551	385202	258172	877539	494209	572592	203107	246195	2896757	118326	706076	91229	1574010	230394	913100	863850	416530	1577172	protein_160
1700944	4748928	2493610	1598975	3189292	359527	2716352	753262	2035038	879738	2552775	1386839	1552781	2035521	2709620	299524	3005260	328187	2810874	2199785	2529467	2004239	2018628	357668	1902621	4434891	2397889	1924481	5021498	997869	3525972	4779163	3877382	1078539	2480540	312227	654115	1659773	1995101	671652	541433	2505365	2142286	644900	928076	418673	1277072	2547088	2112483	4209956	2283020	1814887	366599	443863	3377606	1899890	2380023	1715775	620278	2440031	1674446	1497249	6010929	395809	protein_161
16129	85614	6855	111592	15949	55898	57037	0	11466	0	0	57513	182377	29315	0	25982	20487	31123	45004	0	6585	132817	7679	38234	153538	0	8620	0	498768	0	31794	0	72738	0	34507	16735	0	26019	0	0	10774	3630	460825	8562	0	7727	86492	6658	28193	0	2739	0	0	169792	17625	17675	10089	0	8148	28196	0	33078	93402	20048	protein_162
292787	346992	277480	551874	338749	232040	400392	75943	268359	216101	70857	280241	364675	374245	55466	180354	387323	208994	199269	506370	295746	277745	271651	253062	398708	134334	342146	217344	438615	151763	424758	136536	304510	388585	655844	0	59541	424774	720085	61371	0	318771	405173	0	380268	0	240605	383063	544883	109941	326553	669751	45119	0	555003	510811	254719	92673	0	582007	136201	389004	530359	0	protein_163
741908	2715435	479299	2993732	459979	61235	1162932	415979	480393	426565	350156	1561533	2990925	209773	308595	51855	423807	31999	1627242	868020	579250	352946	353584	39754	2833138	1580374	460724	302850	1847948	323279	1345814	1586777	2897354	263243	474468	30321	1462777	503346	652150	1323819	399731	633588	294739	790484	295031	493221	336899	448189	597028	861467	713361	795397	937439	36017	1166048	693923	525809	511848	887301	433685	445204	656581	3524391	41754	protein_164
15271960	17059038	12382960	17044833	13792129	15248801	21925097	16111079	12419892	24803027	14976968	14144757	14102043	14591018	15803913	12574072	10806185	10948060	19166172	13975204	15426058	14539966	11650916	10306927	20684910	16304047	13893935	10787973	27538045	19345074	25048052	14401934	12775018	35614015	17168981	9175382	7102647	8207096	17829098	16312981	8567147	15908065	19336092	7861433	25331107	14006875	9607654	11127960	12108125	15325695	15856157	14450973	6253498	12048034	25949101	11319060	11417920	14709989	9377631	15947971	13602994	10360951	26042925	9058582	protein_165
5468062	11775856	3353356	18537900	7337062	5408083	9856359	3524915	7058964	7730235	10189946	12131102	16735841	8502099	9892526	4590525	6758492	5026528	6849879	3855663	8557873	2954478	2780289	5315200	19874834	14544987	3274634	7469479	10747017	6560865	9688413	15300095	12317042	11337994	13070920	2869042	4723834	6459548	4614164	5556315	3858301	7963804	11176959	3848319	9649094	4232661	9328649	3857623	6737669	12851008	8350737	4408053	2668465	4505560	10469872	6474088	6373263	4182395	4075402	12518082	6270182	6890574	16003932	3743991	protein_166
565473	254185	396652	1594835	217993	192363	935763	173559	464222	1420282	257781	1363892	1243153	336641	220799	168188	213545	181636	168178	1067402	572635	368558	380266	181518	2046375	872643	447887	195987	295870	1337791	984320	764256	255619	286917	485257	308979	168209	146463	1276235	165576	763166	571921	418719	1316850	285891	1184430	328392	467313	210281	674099	532501	1354410	106555	619562	1248747	181983	498530	157349	1248201	482161	1458674	179696	469119	496782	protein_167
3511989	5043708	2257064	3631315	2804424	2078457	4662340	1626357	1957731	3599388	1606521	2881860	4962717	1925013	1386663	1888132	2670295	1979695	2851557	1579684	2986283	2050983	1936110	1848071	4481666	2412072	2234736	988055	4644829	2092471	5245474	2349523	5673262	1903649	3088740	1337262	2365125	2168378	2000112	2412343	562798	2549015	2413566	670909	1540568	624864	1463554	2178610	2376220	1810415	2447511	1827020	963203	1670819	6002960	2181091	2644368	1935712	623547	2391843	2398212	2546281	6540476	1730936	protein_168
3106425	12508065	3239415	4658690	1755386	1870693	5090987	556667	3484939	4320824	2154242	4193519	4333985	1573392	3188923	1470308	1960254	2880973	9176053	7137671	6248865	1275088	1533227	1372371	4590074	8225019	2772028	1860232	10098009	815768	6277059	6582699	9760177	1439742	2733157	3668821	1713981	2283329	3470440	1649435	1865364	3258249	1178526	7014584	2567193	1610333	2664063	3536930	2645574	2046150	3553398	3083694	2345373	2155946	5072938	5163106	4343698	5682277	3482322	923113	5919076	1871557	9691110	3440115	protein_169
528584	983842	52628	244259	3131	0	750688	0	51659	0	28047	62845	115861	0	39002	0	6046	0	477015	0	81864	39485	42020	0	103725	82481	59401	42672	356158	0	738086	114859	791936	1012241	0	62102	0	29045	0	0	0	44672	0	0	957957	0	57812	70077	27835	22479	60588	0	0	81006	481336	65425	73110	26258	0	0	0	26177	1063604	51812	protein_170
125726	170173	128876	210952	56468	0	122190	0	336336	9293	0	475566	180249	107157	0	0	41321	0	138966	138364	49901	66782	203991	0	238281	0	64380	34887	156533	8552	143170	0	207984	0	68277	0	11743	50742	44647	7510	0	71026	73511	0	0	0	36832	79796	67496	0	49787	57966	26478	0	569421	46851	49865	0	0	37448	16108	1368272	257504	0	protein_171
630574	1458680	914245	960459	989007	397167	993365	436087	286863	1332723	946195	884334	829392	404432	839027	359849	932161	496016	960200	646347	397817	752782	701875	547598	1165521	1045887	869232	529321	1926850	949188	1122108	1072967	1282025	1113941	609019	428006	757244	470490	781283	737095	496295	400575	480948	611302	1137768	485597	469094	931375	521701	1130595	347108	676637	403996	786909	1305117	484768	370733	501188	707037	636830	985632	462033	2090350	771093	protein_172
1224036	802766	937897	1197525	806284	136055	1164050	197998	358132	385220	484445	1169507	1147194	329259	435291	102896	418213	121308	855552	647447	447527	566552	421607	121024	2144180	550810	521945	1029520	1872716	298806	1376822	538878	1108378	246756	288227	681367	544244	365986	784091	865848	211538	501694	239797	320064	342261	135764	751553	608818	692748	1203586	366454	580885	297208	270096	2223070	488537	396959	159441	573232	316363	335029	1039345	1486058	290327	protein_173
327780	397779	6517	321286	110088	118846	401852	169951	350330	142820	70925	398237	332799	370446	75103	98719	101787	94619	248142	96370	403932	3650	5403	96096	484928	153411	4707	213323	514414	130949	458270	145393	409152	61569	454360	188857	197931	191442	106100	192766	157506	452487	443258	159379	45714	181439	73425	6884	242901	169663	385513	92752	82136	317779	698425	193029	414046	168732	172991	435987	119288	223462	599243	251931	protein_174
104221	101916	96720	149433	3693	66724	183220	25258	51888	95253	4369	75444	129567	39006	3716	60798	4400	81407	63121	86654	76671	91170	75744	73590	184698	42121	91426	7254	68125	46216	182008	41189	81937	1893	50259	26133	38012	13193	76589	51361	13610	67680	39716	16659	5387	13785	5030	104078	18810	32693	67673	84841	30479	42739	131596	18902	54173	10247	17490	48215	84761	11433	125507	37216	protein_175
63587137	120379923	45586792	111890091	71390977	51185219	83567069	30869901	58572117	81851088	133730010	82923908	98725052	44459992	119610029	48660031	82280001	50538876	67134970	61175918	67986113	41198077	34494007	47618176	123569840	112270108	42964953	49471068	125379945	43011053	93173900	108340035	118389912	142140136	65425975	26478939	67916965	51329077	67373961	69225911	34291978	71777892	54218797	43023978	129650056	36353027	52768046	43315002	51784864	93502864	68731835	56993922	31628991	33399196	107840065	50256188	75470049	38185118	42757104	61623898	49795011	41379034	158560188	35390960	protein_176
